artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,playlist
Kehlani,You Should Be Here,Be Alright,1B3jkf6CyuiF8CQcKlUx9y,0.546,0.669,9,-6.004,1,0.0584,0,0.11,0.4,100.037,174618,4,khelani_complete
Kehlani,You Should Be Here,Down for You (feat. BJ The Chicago Kid),6DkmFhzJrkVhDlcgcEy7Pc,0.479,0.711,6,-4.977,0,0.236,0,0.215,0.347,79.54,227755,5,khelani_complete
Kehlani,You Should Be Here,Yet,5dKy6Cgv6xwiRY3j3AJ7Uq,0.437,0.623,4,-7.487,0,0.283,0,0.0919,0.396,152.613,149530,5,khelani_complete
Kehlani,You Should Be Here,Bright,0oz4ZqHuUaz3uEkP2vD0u8,0.446,0.435,9,-5.874,1,0.107,0,0.107,0.232,50.176,257179,4,khelani_complete
Kehlani,You Should Be Here,Alive (feat. Coucheron),389hKTL3ZBPPWP3VuXfEyv,0.598,0.71,5,-5.427,1,0.0554,0,0.106,0.568,93.997,187991,4,khelani_complete
Kehlani,SweetSexySavage (Deluxe),Gangsta,5cw9s2zGrbny2M2p3WRmGm,0.465,0.446,10,-8.336,0,0.0433,0,0.321,0.131,121.801,177773,4,khelani_complete
Kehlani,SweetSexySavage (Deluxe),CRZY,3YaMX9Cf68dxiG6RKo0pSY,0.827,0.702,6,-7.264,1,0.267,5.04e-05,0.158,0.694,130.02,191720,4,khelani_complete
Kehlani,SweetSexySavage (Deluxe),Distraction,1cAL4sFzXXRMbpZnTPa7Zi,0.66,0.698,5,-6.266,0,0.0467,0,0.296,0.396,120.959,235693,4,khelani_complete
Kehlani,SweetSexySavage (Deluxe),Keep On,4w5BVeKJFCj2rrrEy31s0n,0.74,0.453,5,-7.58,0,0.151,7.13e-05,0.129,0.514,98.057,209122,4,khelani_complete
Kehlani,SweetSexySavage (Deluxe),In My Feelings,4ta2AWru6ldjg1aHzww0aK,0.556,0.723,0,-5.338,1,0.149,0,0.13,0.555,110.628,219596,4,khelani_complete
Kehlani,SweetSexySavage (Deluxe),Personal,45DJ0PbKPdbslnyrcM80HN,0.765,0.638,11,-4.548,0,0.13,0,0.669,0.626,113.981,227187,4,khelani_complete
Kehlani,SweetSexySavage (Deluxe),Escape,7yNu82yd6dYmGQ0H1q0jKo,0.562,0.688,4,-5.353,1,0.0794,0,0.235,0.707,79.979,201720,4,khelani_complete
Kehlani,SweetSexySavage (Deluxe),Undercover,4v4HwTfMPslhWAnJxIXchn,0.721,0.593,0,-4.768,0,0.0397,0,0.0714,0.721,145.025,183280,4,khelani_complete
Kehlani,SweetSexySavage (Deluxe),Piece of Mind,6XptjfnUvLfejptpjPRhCT,0.539,0.841,1,-3.613,1,0.138,0,0.0967,0.397,77.079,225080,4,khelani_complete
Kehlani,SweetSexySavage (Deluxe),Do U Dirty,1y2SK8EjL3WSnJvJEMWOoq,0.653,0.553,8,-6.888,0,0.236,0,0.313,0.468,118.004,197541,4,khelani_complete
Kehlani,SweetSexySavage (Deluxe),Advice,4UMp46x46Zmu9OEr8m3Gl2,0.497,0.742,8,-2.458,1,0.054,0.00128,0.217,0.324,172.007,202720,4,khelani_complete
Kehlani,SweetSexySavage (Deluxe),Everything Is Yours,7nb50hgKYhnHJLHKZ7qiKO,0.608,0.466,6,-7.268,0,0.286,0,0.099,0.307,91.947,200621,4,khelani_complete
Kehlani,SweetSexySavage (Deluxe),Get Like,5y5OzukBTl0yTRMEdNmApJ,0.607,0.557,1,-4.501,1,0.0345,0,0.092,0.351,180.081,170978,4,khelani_complete
Kehlani,SweetSexySavage (Deluxe),Too Much,3Hdl3BEFb1IEbL0Jq53enx,0.691,0.769,7,-4.669,1,0.211,0,0.326,0.563,158.018,224117,4,khelani_complete
Kehlani,SweetSexySavage (Deluxe),Not Used to It,0lsC0OkBgiLYbSsoHOzMnr,0.383,0.796,0,-4.772,0,0.23,0,0.334,0.377,100.48,235560,4,khelani_complete
Kehlani,SweetSexySavage (Deluxe),I Wanna Be,0Pm1BZp4MpoMKkNxIXCfAu,0.564,0.568,5,-7.091,0,0.248,0.000141,0.164,0.417,191.923,211733,4,khelani_complete
Kehlani,SweetSexySavage (Deluxe),Hold Me by the Heart,2droOB3xlZkhgfUM0owDTq,0.435,0.383,0,-5.389,0,0.0331,0,0.0968,0.209,71.376,202631,3,khelani_complete
Kehlani,SweetSexySavage (Deluxe),Intro,2Nd2HLWrIq1DcNMiYPTQUC,0.691,0.2,1,-23.078,1,0.949,0,0.121,0.889,105.815,59827,4,khelani_complete
Kehlani,SweetSexySavage (Deluxe),Thank You,4j644tViOFAf4i0BYT12R8,0.448,0.795,5,-5.639,1,0.359,0.00146,0.158,0.473,132.72,188844,5,khelani_complete
Kehlani,While We Wait,Footsteps (feat. Musiq Soulchild),4k6hX9RKD096K1NCjjJZLc,0.42,0.638,2,-4.212,1,0.209,0,0.371,0.478,88.546,273349,4,khelani_complete
Kehlani,While We Wait,Too Deep,0aSW5EMeNnQSMJQ8QN3zIW,0.516,0.638,7,-6.673,0,0.0796,0,0.099,0.642,180.216,167207,3,khelani_complete
Kehlani,While We Wait,Nunya (feat. Dom Kennedy),0tkmYNfaEaH9HpR59ApRtE,0.675,0.71,1,-4.027,1,0.21,0,0.381,0.574,97.98,244688,4,khelani_complete
Kehlani,While We Wait,Morning Glory,0kas95RruYRVqrOb07rgkh,0.589,0.833,0,-4.494,0,0.118,0,0.122,0.653,172.037,179337,4,khelani_complete
Kehlani,While We Wait,Feels,4BOikd4oZjOYMde9AXfrTo,0.369,0.609,9,-4.477,0,0.184,4.1e-05,0.133,0.381,80.362,181140,1,khelani_complete
Kehlani,While We Wait,Nights Like This (feat. Ty Dolla $ign),6ZRuF2n1CQxyxxAAWsKJOy,0.61,0.725,8,-5.131,1,0.15,0,0.154,0.291,146.163,201788,4,khelani_complete
Kehlani,While We Wait,RPG (feat. 6lack),1EGrDTfEuAiRzRdxlblpET,0.758,0.534,7,-7.368,0,0.287,0,0.0917,0.719,132.94,236218,4,khelani_complete
Kehlani,While We Wait,Butterfly,32s2Dn9EVvO2f85MrpRoBV,0.583,0.345,5,-8.044,0,0.0709,0,0.166,0.701,79.107,163840,4,khelani_complete
Kehlani,While We Wait,Love Language,4jM3c9KLTO9iZPm9A7neiL,0.582,0.586,1,-4.369,0,0.0838,0,0.0866,0.698,89.599,213365,4,khelani_complete
Kehlani,Valentine's Day (Shameful),Valentine's Day (Shameful),6GCRnf1W9OKxok9fvNp3pz,0.503,0.411,7,-10.602,0,0.387,0,0.101,0.348,134.752,291884,4,khelani_complete
Kehlani,Toxic,Toxic,1Zm9qGPQkTAOBiVpGSnJUq,0.656,0.453,7,-5.395,0,0.0351,0.00102,0.113,0.0407,111.804,168183,4,khelani_complete
Kehlani,All Me (feat. Keyshia Cole),All Me (feat. Keyshia Cole),3ucRKbRlikYHyoI17gfR0c,0.42,0.731,3,-2.657,0,0.0548,0,0.196,0.588,95.575,178348,4,khelani_complete
Kehlani,You Know Wassup,You Know Wassup,6HUO25AttZZCoKAY0vUVtc,0.475,0.404,0,-8.899,1,0.0946,0,0.1,0.463,104.513,201143,4,khelani_complete
Kehlani,Again,Again,5Qr7StTFbXhgHt9JlqJx0I,0.662,0.326,4,-5.529,1,0.0293,0,0.0985,0.634,95.926,220218,4,khelani_complete
Kehlani,Already Won,Already Won,1QzC4y8h6WFxHE4KlokhVr,0.511,0.794,1,-3.854,0,0.268,0,0.161,0.625,119.791,164165,5,khelani_complete
Kehlani,Touch,Touch,1xz905v9g71heS0BQQM9re,0.46,0.593,8,-7.393,1,0.0363,0.000243,0.159,0.0999,104.932,183276,4,khelani_complete
Kehlani,Honey,Honey,5QTdOvIF2ehBMZpSIIGzIo,0.606,0.24,3,-7.102,1,0.0369,0,0.0819,0.526,96.792,199210,4,khelani_complete
Kehlani,24/7,24/7,7IJiDYPZy2AIJn3YVHhvD4,0.662,0.532,5,-7.407,1,0.0534,0,0.0741,0.397,92.048,182257,4,khelani_complete
Kehlani,Did I,Did I,23wuZgeX1oyJ43QYOTo9s7,0.443,0.627,1,-4.481,0,0.151,0,0.0656,0.351,128.485,215556,4,khelani_complete
Kehlani,FWU,FWU,0tBBihoEWiWKqsO5ZlCbwS,0.626,0.698,3,-6.122,0,0.0499,0,0.165,0.809,137.919,202682,4,khelani_complete
